DATETIME	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>
2023.06.08 00:00:00	1.06975	1.06989	1.06913	1.06984	423
2023.06.08 01:00:00	1.06985	1.07014	1.06973	1.06994	1138
2023.06.08 02:00:00	1.06989	1.07072	1.06965	1.0707	711
2023.06.08 03:00:00	1.07071	1.071	1.07064	1.07085	1352
2023.06.08 04:00:00	1.07086	1.071	1.07027	1.07087	1968
2023.06.08 05:00:00	1.07087	1.07115	1.07065	1.07067	1122
2023.06.08 06:00:00	1.07066	1.0711	1.07059	1.07083	1187
2023.06.08 07:00:00	1.07084	1.07137	1.07054	1.07116	928
2023.06.08 08:00:00	1.07116	1.07175	1.07092	1.07103	1644
2023.06.08 09:00:00	1.07103	1.07191	1.07077	1.07112	2251
2023.06.08 10:00:00	1.07112	1.07133	1.0701	1.07131	3239
2023.06.08 11:00:00	1.07132	1.073	1.07098	1.07268	2859
2023.06.08 12:00:00	1.07268	1.07338	1.07209	1.07288	2797
2023.06.08 13:00:00	1.07288	1.0733	1.07261	1.07298	1881
2023.06.08 14:00:00	1.07298	1.07392	1.07238	1.07358	2492
2023.06.08 15:00:00	1.07358	1.07591	1.07335	1.07469	5834
2023.06.08 16:00:00	1.07468	1.07693	1.07419	1.07655	5865
2023.06.08 17:00:00	1.07655	1.0776	1.07619	1.07694	4598
2023.06.08 18:00:00	1.07694	1.07835	1.07671	1.07788	3408
2023.06.08 19:00:00	1.0779	1.07871	1.07772	1.07848	2283
2023.06.08 20:00:00	1.07846	1.07857	1.0778	1.07782	2141
2023.06.08 21:00:00	1.07782	1.07825	1.07778	1.07792	1575
2023.06.08 22:00:00	1.07792	1.07799	1.07737	1.07791	1136
2023.06.08 23:00:00	1.07791	1.07822	1.07788	1.07814	455
2023.06.09 00:00:00	1.07823	1.07845	1.07779	1.07818	460
2023.06.09 01:00:00	1.07819	1.0784	1.0781	1.0784	613
2023.06.09 02:00:00	1.0784	1.07849	1.07817	1.07819	720
2023.06.09 03:00:00	1.07818	1.07851	1.07814	1.0782	1542
2023.06.09 04:00:00	1.0782	1.07851	1.07796	1.07806	1782
2023.06.09 05:00:00	1.07806	1.07811	1.07757	1.07768	1398
2023.06.09 06:00:00	1.07768	1.07802	1.07766	1.07778	1104
2023.06.09 07:00:00	1.07778	1.07786	1.07747	1.07754	834
2023.06.09 08:00:00	1.07755	1.07841	1.07754	1.0778	1056
2023.06.09 09:00:00	1.07781	1.07823	1.07727	1.07787	2310
2023.06.09 10:00:00	1.07787	1.07798	1.07676	1.07757	3523
2023.06.09 11:00:00	1.07756	1.07759	1.07593	1.07634	2585
2023.06.09 12:00:00	1.07633	1.07682	1.07581	1.07583	2423
2023.06.09 13:00:00	1.07584	1.07628	1.07566	1.07612	2102
2023.06.09 14:00:00	1.07612	1.07818	1.07603	1.07733	2412
2023.06.09 15:00:00	1.07732	1.07842	1.07635	1.07671	4519
2023.06.09 16:00:00	1.07672	1.07753	1.07614	1.07709	4642
2023.06.09 17:00:00	1.0771	1.07734	1.07538	1.07568	4431
2023.06.09 18:00:00	1.07567	1.07598	1.07468	1.07482	3291
2023.06.09 19:00:00	1.07482	1.07525	1.07435	1.07483	2298
2023.06.09 20:00:00	1.07482	1.07523	1.07463	1.07486	1529
2023.06.09 21:00:00	1.07486	1.07508	1.07459	1.07497	1101
2023.06.09 22:00:00	1.07497	1.07509	1.0743	1.07442	880
2023.06.09 23:00:00	1.07441	1.07498	1.07435	1.07495	784
2023.06.12 00:00:00	1.07448	1.07481	1.07438	1.07453	374
2023.06.12 01:00:00	1.07457	1.07498	1.07431	1.0745	854
2023.06.12 02:00:00	1.0745	1.07515	1.0744	1.07499	994
2023.06.12 03:00:00	1.07501	1.07503	1.07443	1.07453	1547
2023.06.12 04:00:00	1.07452	1.07459	1.07361	1.07368	2448
2023.06.12 05:00:00	1.07368	1.07387	1.0733	1.07385	1964
2023.06.12 06:00:00	1.07385	1.07415	1.07364	1.07409	1677
2023.06.12 07:00:00	1.07408	1.07445	1.07391	1.0741	1554
2023.06.12 08:00:00	1.07409	1.07504	1.07405	1.07492	1984
2023.06.12 09:00:00	1.07494	1.07538	1.07456	1.07492	2733
2023.06.12 10:00:00	1.07492	1.07723	1.07443	1.07696	3463
2023.06.12 11:00:00	1.07695	1.0784	1.07679	1.07771	3673
2023.06.12 12:00:00	1.07771	1.07902	1.07746	1.07853	2779
2023.06.12 13:00:00	1.07854	1.07877	1.07676	1.07729	3018
2023.06.12 14:00:00	1.07729	1.07756	1.07614	1.07628	2618
2023.06.12 15:00:00	1.07628	1.07714	1.07606	1.07662	2919
2023.06.12 16:00:00	1.07662	1.07716	1.07431	1.07531	4204
2023.06.12 17:00:00	1.07532	1.07617	1.07451	1.07472	4277
2023.06.12 18:00:00	1.07473	1.07569	1.07444	1.07462	3120
2023.06.12 19:00:00	1.07462	1.07518	1.07439	1.07487	2115
2023.06.12 20:00:00	1.07487	1.07542	1.07451	1.07536	1712
2023.06.12 21:00:00	1.07536	1.07593	1.07504	1.07559	1378
2023.06.12 22:00:00	1.07561	1.07634	1.07561	1.07602	1233
2023.06.12 23:00:00	1.07604	1.07604	1.07578	1.07579	712
2023.06.13 00:00:00	1.07567	1.07576	1.07509	1.07567	413
2023.06.13 01:00:00	1.07572	1.07613	1.07566	1.07601	799
2023.06.13 02:00:00	1.076	1.07641	1.07591	1.0762	762
2023.06.13 03:00:00	1.0762	1.07669	1.07595	1.07605	1274
2023.06.13 04:00:00	1.07605	1.07683	1.07592	1.07675	1736
2023.06.13 05:00:00	1.07676	1.07758	1.0766	1.07743	1201
2023.06.13 06:00:00	1.07743	1.07801	1.0774	1.07791	1265
2023.06.13 07:00:00	1.07791	1.0783	1.07762	1.07822	1054
2023.06.13 08:00:00	1.07822	1.07961	1.07815	1.07829	2582
2023.06.13 09:00:00	1.07829	1.07981	1.07815	1.07924	3603
2023.06.13 10:00:00	1.07924	1.08076	1.07923	1.07997	3809
2023.06.13 11:00:00	1.07997	1.08083	1.07942	1.08073	3078
2023.06.13 12:00:00	1.08074	1.08107	1.08007	1.08058	2825
2023.06.13 13:00:00	1.08057	1.08068	1.07952	1.07987	2227
2023.06.13 14:00:00	1.07988	1.07989	1.0792	1.07943	2245
2023.06.13 15:00:00	1.07943	1.08236	1.07841	1.08143	8573
2023.06.13 16:00:00	1.08142	1.08182	1.07922	1.07941	7152
2023.06.13 17:00:00	1.07941	1.0808	1.0778	1.0802	6027
2023.06.13 18:00:00	1.0802	1.08091	1.07861	1.07912	4290
2023.06.13 19:00:00	1.0791	1.08036	1.07902	1.08024	2626
2023.06.13 20:00:00	1.08024	1.08044	1.07868	1.0789	2156
2023.06.13 21:00:00	1.07889	1.07908	1.07829	1.07902	2136
2023.06.13 22:00:00	1.07902	1.07958	1.07846	1.07917	1484
2023.06.13 23:00:00	1.07917	1.07931	1.07904	1.07925	599
2023.06.14 00:00:00	1.07923	1.07931	1.07879	1.07895	566
2023.06.14 01:00:00	1.07896	1.07921	1.0788	1.07914	986
2023.06.14 02:00:00	1.07917	1.0792	1.07881	1.07895	510
2023.06.14 03:00:00	1.07896	1.0793	1.07858	1.07901	1400
2023.06.14 04:00:00	1.07901	1.0795	1.07882	1.07938	1447
2023.06.14 05:00:00	1.07938	1.07961	1.07904	1.07958	1104
2023.06.14 06:00:00	1.07958	1.0796	1.07883	1.07898	928
2023.06.14 07:00:00	1.07898	1.0792	1.07848	1.07897	758
2023.06.14 08:00:00	1.07897	1.07905	1.0774	1.07763	1813
2023.06.14 09:00:00	1.07763	1.07877	1.07763	1.07855	1900
2023.06.14 10:00:00	1.07855	1.07969	1.07854	1.07897	3036
2023.06.14 11:00:00	1.07897	1.08048	1.0786	1.08021	2254
2023.06.14 12:00:00	1.08021	1.081	1.07965	1.08045	2304
2023.06.14 13:00:00	1.08044	1.08099	1.08023	1.08067	1752
2023.06.14 14:00:00	1.08066	1.08077	1.08017	1.08035	2098
2023.06.14 15:00:00	1.08036	1.08334	1.08033	1.08312	4635
2023.06.14 16:00:00	1.08312	1.0845	1.08274	1.08448	3944
2023.06.14 17:00:00	1.08448	1.08564	1.08416	1.0856	3173
2023.06.14 18:00:00	1.08558	1.0858	1.08484	1.08578	2433
2023.06.14 19:00:00	1.08578	1.0864	1.08553	1.08624	1926
2023.06.14 20:00:00	1.08623	1.08629	1.08524	1.08554	2266
2023.06.14 21:00:00	1.08555	1.08555	1.08012	1.08342	13924
2023.06.14 22:00:00	1.08346	1.08442	1.08208	1.08269	5955
2023.06.14 23:00:00	1.08263	1.08355	1.08249	1.08308	1195
2023.06.15 00:00:00	1.08303	1.08314	1.08214	1.08308	487
2023.06.15 01:00:00	1.08306	1.08352	1.08298	1.08323	547
2023.06.15 02:00:00	1.08323	1.08427	1.08317	1.08427	820
2023.06.15 03:00:00	1.08427	1.08444	1.0837	1.08381	1283
2023.06.15 04:00:00	1.08381	1.08381	1.08101	1.08107	2776
2023.06.15 05:00:00	1.08107	1.08158	1.08082	1.08132	2233
2023.06.15 06:00:00	1.08132	1.08158	1.08107	1.08134	1184
2023.06.15 07:00:00	1.08134	1.0815	1.081	1.08116	1126
2023.06.15 08:00:00	1.08115	1.08236	1.08059	1.08186	2770
2023.06.15 09:00:00	1.08183	1.08206	1.08039	1.08105	3011
2023.06.15 10:00:00	1.08106	1.08289	1.08058	1.0827	3381
2023.06.15 11:00:00	1.0827	1.08374	1.08246	1.08329	2307
2023.06.15 12:00:00	1.08329	1.08476	1.08312	1.08475	2599
2023.06.15 13:00:00	1.08476	1.08488	1.08344	1.08423	2479
2023.06.15 14:00:00	1.08423	1.08433	1.08178	1.0818	2548
2023.06.15 15:00:00	1.08179	1.08811	1.08146	1.0864	8343
2023.06.15 16:00:00	1.08631	1.0901	1.08584	1.08993	7026
2023.06.15 17:00:00	1.08992	1.09215	1.08991	1.09106	5067
2023.06.15 18:00:00	1.09105	1.09356	1.09097	1.09328	3501
2023.06.15 19:00:00	1.09327	1.09452	1.09323	1.09438	2251
2023.06.15 20:00:00	1.09438	1.09501	1.09396	1.0943	1578
2023.06.15 21:00:00	1.09432	1.09511	1.09419	1.09503	1376
2023.06.15 22:00:00	1.09503	1.09528	1.09454	1.09477	1922
2023.06.15 23:00:00	1.09477	1.09491	1.09454	1.09454	789
2023.06.16 00:00:00	1.09425	1.09439	1.09405	1.09421	296
2023.06.16 01:00:00	1.09421	1.09496	1.09421	1.09492	1195
2023.06.16 02:00:00	1.0949	1.0951	1.0945	1.09453	1179
2023.06.16 03:00:00	1.09453	1.09509	1.09398	1.09419	1652
2023.06.16 04:00:00	1.0942	1.09484	1.09399	1.09434	1797
2023.06.16 05:00:00	1.09436	1.09457	1.09355	1.09365	2383
2023.06.16 06:00:00	1.09365	1.09425	1.09365	1.09382	1546
2023.06.16 07:00:00	1.09383	1.0943	1.09367	1.09389	1029
2023.06.16 08:00:00	1.09389	1.09451	1.09376	1.09399	1678
2023.06.16 09:00:00	1.094	1.09625	1.09393	1.09472	3753
2023.06.16 10:00:00	1.09472	1.09523	1.09339	1.09428	3701
2023.06.16 11:00:00	1.09428	1.09536	1.09382	1.09505	3095
2023.06.16 12:00:00	1.09505	1.09514	1.09398	1.09494	2302
2023.06.16 13:00:00	1.09494	1.09501	1.09431	1.09445	1951
2023.06.16 14:00:00	1.09445	1.09657	1.09444	1.09603	2601
2023.06.16 15:00:00	1.09603	1.09706	1.09475	1.0951	3717
2023.06.16 16:00:00	1.0951	1.09582	1.09425	1.09528	4476
2023.06.16 17:00:00	1.09543	1.09671	1.09176	1.09253	8351
2023.06.16 18:00:00	1.09254	1.09317	1.09216	1.09243	3971
2023.06.16 19:00:00	1.09243	1.09339	1.09242	1.09339	1997
2023.06.16 20:00:00	1.09339	1.09398	1.09321	1.09394	1386
2023.06.16 21:00:00	1.09394	1.09455	1.09373	1.09446	1661
2023.06.16 22:00:00	1.09445	1.09445	1.09348	1.09352	1943
2023.06.16 23:00:00	1.09352	1.09409	1.09345	1.09406	978
2023.06.19 00:00:00	1.09273	1.09412	1.09273	1.09369	598
2023.06.19 01:00:00	1.09368	1.09426	1.09365	1.09423	780
2023.06.19 02:00:00	1.09423	1.09431	1.09382	1.09398	974
2023.06.19 03:00:00	1.09398	1.09463	1.09347	1.09368	1680
2023.06.19 04:00:00	1.09368	1.09406	1.09335	1.09366	1930
2023.06.19 05:00:00	1.09365	1.09407	1.09362	1.09363	1183
2023.06.19 06:00:00	1.09365	1.0938	1.09337	1.09369	1335
2023.06.19 07:00:00	1.09369	1.09371	1.09323	1.09348	1344
2023.06.19 08:00:00	1.09348	1.09414	1.09318	1.09401	1748
2023.06.19 09:00:00	1.09402	1.09403	1.09276	1.09297	2899
2023.06.19 10:00:00	1.09298	1.09376	1.09252	1.09294	3426
2023.06.19 11:00:00	1.09294	1.09387	1.0927	1.09295	2818
2023.06.19 12:00:00	1.09296	1.09297	1.09102	1.09107	2579
2023.06.19 13:00:00	1.09108	1.09198	1.09073	1.09198	2241
2023.06.19 14:00:00	1.09197	1.09273	1.09171	1.09213	1959
2023.06.19 15:00:00	1.09213	1.09294	1.09195	1.0926	2282
2023.06.19 16:00:00	1.09261	1.09262	1.09169	1.09183	2248
2023.06.19 17:00:00	1.09183	1.09263	1.09122	1.09229	2937
2023.06.19 18:00:00	1.09229	1.09289	1.09214	1.09219	1626
2023.06.19 19:00:00	1.0922	1.09262	1.09158	1.09161	1275
2023.06.19 20:00:00	1.09161	1.09192	1.09157	1.09175	402
2023.06.19 21:00:00	1.09175	1.0921	1.09161	1.09193	457
2023.06.19 22:00:00	1.09193	1.09207	1.09182	1.09184	364
2023.06.19 23:00:00	1.09183	1.09227	1.09174	1.09225	409
2023.06.20 00:00:00	1.09197	1.09222	1.09163	1.09222	458
2023.06.20 01:00:00	1.09222	1.09264	1.09207	1.09226	692
2023.06.20 02:00:00	1.09226	1.09246	1.09191	1.09236	590
2023.06.20 03:00:00	1.09236	1.09261	1.09168	1.09203	1928
2023.06.20 04:00:00	1.09203	1.09223	1.09111	1.09132	2379
2023.06.20 05:00:00	1.09132	1.09237	1.09105	1.09223	2328
2023.06.20 06:00:00	1.09223	1.09237	1.09189	1.09197	1166
2023.06.20 07:00:00	1.09198	1.09205	1.0913	1.09139	1448
2023.06.20 08:00:00	1.09137	1.09262	1.09118	1.09262	2314
2023.06.20 09:00:00	1.09262	1.09323	1.09197	1.09218	3514
2023.06.20 10:00:00	1.09215	1.09463	1.09153	1.09439	4888
2023.06.20 11:00:00	1.09438	1.09449	1.09318	1.0938	3554
2023.06.20 12:00:00	1.0938	1.09401	1.09229	1.09252	3164
2023.06.20 13:00:00	1.09252	1.09343	1.09248	1.09283	2718
2023.06.20 14:00:00	1.09282	1.09323	1.0922	1.09288	2345
2023.06.20 15:00:00	1.09288	1.09359	1.0912	1.09195	4617
2023.06.20 16:00:00	1.09192	1.09246	1.09064	1.09166	5135
2023.06.20 17:00:00	1.09165	1.09208	1.08918	1.09014	6272
2023.06.20 18:00:00	1.09014	1.09098	1.08997	1.08997	4201
2023.06.20 19:00:00	1.08998	1.09163	1.08955	1.0915	2677
2023.06.20 20:00:00	1.0915	1.09171	1.09122	1.09154	1981
2023.06.20 21:00:00	1.09157	1.09176	1.09116	1.09171	1510
2023.06.20 22:00:00	1.09171	1.09176	1.09098	1.09127	1237
2023.06.20 23:00:00	1.09127	1.09183	1.09121	1.09178	652
2023.06.21 00:00:00	1.09176	1.09211	1.09121	1.0917	357
2023.06.21 01:00:00	1.09165	1.09203	1.09164	1.09194	779
2023.06.21 02:00:00	1.09194	1.09223	1.09182	1.09201	928
2023.06.21 03:00:00	1.09201	1.09202	1.09146	1.09161	1899
2023.06.21 04:00:00	1.0916	1.09169	1.09117	1.09141	2126
2023.06.21 05:00:00	1.09141	1.09212	1.09119	1.09124	1468
2023.06.21 06:00:00	1.09124	1.09162	1.09122	1.0915	1197
2023.06.21 07:00:00	1.09149	1.09196	1.0914	1.09162	1077
2023.06.21 08:00:00	1.09162	1.09175	1.09104	1.09122	1680
2023.06.21 09:00:00	1.09118	1.09167	1.09056	1.09103	4823
2023.06.21 10:00:00	1.09103	1.09198	1.09091	1.09129	3840
2023.06.21 11:00:00	1.09129	1.09338	1.09094	1.0925	4033
2023.06.21 12:00:00	1.0925	1.09299	1.09165	1.09166	2807
2023.06.21 13:00:00	1.09166	1.0926	1.09135	1.09184	2725
2023.06.21 14:00:00	1.09186	1.09268	1.09163	1.09244	2878
2023.06.21 15:00:00	1.09243	1.09258	1.09082	1.09253	4823
2023.06.21 16:00:00	1.0925	1.0931	1.09105	1.09267	5411
2023.06.21 17:00:00	1.09266	1.09641	1.0923	1.09547	7176
2023.06.21 18:00:00	1.09547	1.09564	1.09434	1.09507	4368
2023.06.21 19:00:00	1.09506	1.09737	1.09498	1.09707	2868
2023.06.21 20:00:00	1.09706	1.09793	1.09672	1.09775	2348
2023.06.21 21:00:00	1.09776	1.09899	1.09763	1.09848	2399
2023.06.21 22:00:00	1.09848	1.09895	1.09816	1.09882	1850
2023.06.21 23:00:00	1.09881	1.09908	1.09851	1.09856	1041
2023.06.22 00:00:00	1.09856	1.09863	1.09815	1.09847	831
2023.06.22 01:00:00	1.09846	1.09908	1.09845	1.09905	844
2023.06.22 02:00:00	1.09903	1.09924	1.09896	1.09914	676
2023.06.22 03:00:00	1.09914	1.0992	1.09864	1.09886	2158
2023.06.22 04:00:00	1.09885	1.09951	1.0987	1.09936	1276
2023.06.22 05:00:00	1.09936	1.09936	1.09884	1.09935	851
2023.06.22 06:00:00	1.09935	1.09946	1.09909	1.09929	803
2023.06.22 07:00:00	1.09928	1.09939	1.09867	1.09872	1322
2023.06.22 08:00:00	1.09874	1.09908	1.09847	1.09859	1458
2023.06.22 09:00:00	1.09864	1.09906	1.09807	1.09828	2055
2023.06.22 10:00:00	1.09827	1.10003	1.09797	1.09945	3956
2023.06.22 11:00:00	1.09944	1.10038	1.09874	1.0993	3387
2023.06.22 12:00:00	1.09929	1.1004	1.09922	1.10019	2382
2023.06.22 13:00:00	1.10019	1.10082	1.10003	1.10046	2383
2023.06.22 14:00:00	1.10046	1.10122	1.09882	1.09892	5501
2023.06.22 15:00:00	1.09891	1.10017	1.09801	1.09825	4833
2023.06.22 16:00:00	1.09824	1.0985	1.09682	1.09808	5999
2023.06.22 17:00:00	1.09808	1.09892	1.09585	1.09593	5719
2023.06.22 18:00:00	1.09592	1.09668	1.09522	1.09527	3955
2023.06.22 19:00:00	1.09527	1.0957	1.09486	1.09546	2481
2023.06.22 20:00:00	1.09547	1.09582	1.09501	1.09574	2350
2023.06.22 21:00:00	1.09576	1.09604	1.09512	1.09592	2064
2023.06.22 22:00:00	1.09593	1.09617	1.09544	1.09581	1636
2023.06.22 23:00:00	1.09582	1.09585	1.09531	1.09551	883
2023.06.23 00:00:00	1.09551	1.09568	1.09526	1.09555	614
2023.06.23 01:00:00	1.09553	1.09561	1.09526	1.09531	703
2023.06.23 02:00:00	1.09531	1.09577	1.09531	1.09555	1004
2023.06.23 03:00:00	1.09556	1.09586	1.09527	1.09552	1542
2023.06.23 04:00:00	1.09552	1.09562	1.09458	1.09468	2153
2023.06.23 05:00:00	1.09466	1.09466	1.09322	1.09386	1665
2023.06.23 06:00:00	1.09386	1.09405	1.09349	1.09356	1291
2023.06.23 07:00:00	1.09356	1.09371	1.0929	1.09331	1891
2023.06.23 08:00:00	1.09331	1.09341	1.09273	1.09327	1967
2023.06.23 09:00:00	1.09325	1.09335	1.09205	1.09232	2896
2023.06.23 10:00:00	1.09229	1.09262	1.08532	1.08688	8861
2023.06.23 11:00:00	1.08695	1.08745	1.08487	1.08492	5226
2023.06.23 12:00:00	1.08492	1.08623	1.08444	1.08607	3282
2023.06.23 13:00:00	1.08607	1.08723	1.08607	1.08683	2660
2023.06.23 14:00:00	1.08683	1.08792	1.08663	1.08762	2659
2023.06.23 15:00:00	1.08762	1.08957	1.08762	1.08873	4435
2023.06.23 16:00:00	1.08873	1.09029	1.08833	1.08834	6098
2023.06.23 17:00:00	1.08834	1.08986	1.08791	1.08825	5747
2023.06.23 18:00:00	1.08825	1.08923	1.0879	1.08861	3317
2023.06.23 19:00:00	1.08861	1.08897	1.08827	1.08858	2250
2023.06.23 20:00:00	1.0886	1.08963	1.0886	1.08948	2346
2023.06.23 21:00:00	1.08947	1.08951	1.08885	1.0892	2077
2023.06.23 22:00:00	1.08919	1.08943	1.08874	1.08912	1832
2023.06.23 23:00:00	1.08909	1.08959	1.08886	1.08898	858
2023.06.26 00:00:00	1.09047	1.09047	1.08932	1.09006	482
2023.06.26 01:00:00	1.09006	1.09075	1.08963	1.09062	1246
2023.06.26 02:00:00	1.09058	1.09064	1.0903	1.09061	1096
2023.06.26 03:00:00	1.09061	1.09094	1.08986	1.09053	2604
2023.06.26 04:00:00	1.09053	1.09098	1.09017	1.09036	2151
2023.06.26 05:00:00	1.09036	1.09091	1.09033	1.09046	1669
2023.06.26 06:00:00	1.09046	1.09094	1.09039	1.09061	1188
2023.06.26 07:00:00	1.09061	1.09083	1.09	1.09025	1215
2023.06.26 08:00:00	1.09025	1.091	1.09024	1.09069	1600
2023.06.26 09:00:00	1.09067	1.09111	1.08978	1.09033	2797
2023.06.26 10:00:00	1.09033	1.09085	1.08956	1.09021	4289
2023.06.26 11:00:00	1.09016	1.09035	1.08873	1.08921	4242
2023.06.26 12:00:00	1.08919	1.09013	1.08908	1.08966	2979
2023.06.26 13:00:00	1.08966	1.09074	1.08941	1.09044	3077
2023.06.26 14:00:00	1.09044	1.09181	1.09029	1.09174	2689
2023.06.26 15:00:00	1.09173	1.09202	1.09141	1.09175	3101
2023.06.26 16:00:00	1.09175	1.09201	1.0908	1.09126	4249
2023.06.26 17:00:00	1.09126	1.0916	1.09028	1.09083	5593
2023.06.26 18:00:00	1.09082	1.09178	1.09055	1.09095	3861
2023.06.26 19:00:00	1.09095	1.09101	1.09	1.09087	2552
2023.06.26 20:00:00	1.09088	1.09132	1.09064	1.09101	1750
2023.06.26 21:00:00	1.091	1.09154	1.09086	1.09148	1557
2023.06.26 22:00:00	1.09148	1.09152	1.09042	1.09063	1847
2023.06.26 23:00:00	1.09062	1.09085	1.09041	1.09053	848
2023.06.27 00:00:00	1.09052	1.09082	1.09041	1.09065	512
2023.06.27 01:00:00	1.09065	1.09119	1.09054	1.09107	845
2023.06.27 02:00:00	1.09107	1.0911	1.09074	1.09098	557
2023.06.27 03:00:00	1.09097	1.09114	1.09018	1.09044	1865
2023.06.27 04:00:00	1.09044	1.09351	1.09037	1.0924	3809
2023.06.27 05:00:00	1.0924	1.09244	1.09176	1.09228	2042
2023.06.27 06:00:00	1.09228	1.09291	1.09215	1.09268	1914
2023.06.27 07:00:00	1.09268	1.09288	1.09231	1.09233	1320
2023.06.27 08:00:00	1.09233	1.09272	1.09173	1.09177	1937
2023.06.27 09:00:00	1.09177	1.09336	1.09162	1.0931	3662
2023.06.27 10:00:00	1.0931	1.09416	1.09294	1.09396	4489
2023.06.27 11:00:00	1.09396	1.09439	1.09346	1.09395	4580
2023.06.27 12:00:00	1.09396	1.09448	1.09262	1.0941	3672
2023.06.27 13:00:00	1.0941	1.0953	1.09385	1.09514	3225
2023.06.27 14:00:00	1.09514	1.09524	1.09429	1.09445	3219
2023.06.27 15:00:00	1.09444	1.09722	1.09444	1.09653	6372
2023.06.27 16:00:00	1.09653	1.09769	1.09617	1.09658	6188
2023.06.27 17:00:00	1.09658	1.09684	1.09424	1.0949	9808
2023.06.27 18:00:00	1.09489	1.0963	1.09458	1.09599	4762
2023.06.27 19:00:00	1.09599	1.09656	1.09572	1.09589	2621
2023.06.27 20:00:00	1.09589	1.0964	1.09551	1.0962	2569
2023.06.27 21:00:00	1.09619	1.09626	1.09583	1.09599	2067
2023.06.27 22:00:00	1.09599	1.0964	1.09593	1.09626	1748
2023.06.27 23:00:00	1.09626	1.09634	1.09595	1.09599	1037
2023.06.28 00:00:00	1.09603	1.09626	1.09562	1.09602	663
2023.06.28 01:00:00	1.09603	1.09622	1.09561	1.09568	598
2023.06.28 02:00:00	1.09568	1.09584	1.09545	1.09571	1342
2023.06.28 03:00:00	1.09572	1.09615	1.09527	1.09546	2595
2023.06.28 04:00:00	1.09546	1.09562	1.09461	1.09462	3202
2023.06.28 05:00:00	1.09462	1.09507	1.09421	1.09492	2005
2023.06.28 06:00:00	1.09492	1.09546	1.09487	1.09508	1439
2023.06.28 07:00:00	1.09508	1.09537	1.09465	1.09487	1657
2023.06.28 08:00:00	1.09487	1.0955	1.09468	1.09534	1656
2023.06.28 09:00:00	1.09534	1.09549	1.09361	1.09381	3669
2023.06.28 10:00:00	1.09381	1.09547	1.09381	1.09512	794
2023.06.28 11:00:00	1.095	1.09608	1.09455	1.09529	3930
2023.06.28 12:00:00	1.09529	1.09591	1.09441	1.09476	3407
2023.06.28 13:00:00	1.09476	1.09623	1.09453	1.09544	3206
2023.06.28 14:00:00	1.09544	1.09557	1.09378	1.09405	3693
2023.06.28 15:00:00	1.09404	1.09447	1.0926	1.09278	5501
2023.06.28 16:00:00	1.09278	1.09446	1.09237	1.09349	8891
2023.06.28 17:00:00	1.09349	1.09368	1.08968	1.08987	9746
2023.06.28 18:00:00	1.08987	1.09172	1.0898	1.09033	6417
2023.06.28 19:00:00	1.09032	1.09185	1.0903	1.09109	3609
2023.06.28 20:00:00	1.09109	1.09178	1.09099	1.0915	2202
2023.06.28 21:00:00	1.09149	1.0924	1.09149	1.09224	2232
2023.06.28 22:00:00	1.09224	1.09224	1.09137	1.0916	1065
2023.06.28 23:00:00	1.09162	1.09168	1.0911	1.09124	806
2023.06.29 00:00:00	1.09123	1.0914	1.091	1.09125	329
2023.06.29 01:00:00	1.09125	1.09152	1.09121	1.09139	674
2023.06.29 02:00:00	1.09137	1.09187	1.09137	1.09151	799
2023.06.29 03:00:00	1.09151	1.09162	1.09012	1.0907	2124
2023.06.29 04:00:00	1.0907	1.09144	1.09057	1.09063	3164
2023.06.29 05:00:00	1.09063	1.09064	1.08931	1.08934	2495
2023.06.29 06:00:00	1.08934	1.08957	1.08905	1.0893	1926
2023.06.29 07:00:00	1.08931	1.08935	1.08807	1.08855	1848
2023.06.29 08:00:00	1.08856	1.08948	1.08842	1.08943	3084
2023.06.29 09:00:00	1.08942	1.09003	1.08898	1.08975	4433
2023.06.29 10:00:00	1.08977	1.09206	1.08977	1.09168	6299
2023.06.29 11:00:00	1.09164	1.09219	1.09105	1.09143	4594
2023.06.29 12:00:00	1.09146	1.09193	1.09115	1.09167	3090
2023.06.29 13:00:00	1.09167	1.09279	1.09164	1.09277	2901
2023.06.29 14:00:00	1.09277	1.09398	1.09258	1.09387	2656
2023.06.29 15:00:00	1.09386	1.09415	1.08732	1.08811	10817
2023.06.29 16:00:00	1.08812	1.08854	1.08602	1.0869	9106
2023.06.29 17:00:00	1.08691	1.0894	1.08691	1.08897	9925
2023.06.29 18:00:00	1.08897	1.08968	1.08788	1.08804	4745
2023.06.29 19:00:00	1.08804	1.08837	1.08688	1.08707	2966
2023.06.29 20:00:00	1.08707	1.08752	1.08683	1.08725	2507
2023.06.29 21:00:00	1.08725	1.08728	1.08657	1.08671	2715
2023.06.29 22:00:00	1.08672	1.08722	1.08666	1.08693	1949
2023.06.29 23:00:00	1.08693	1.08694	1.08622	1.08631	1043
2023.06.30 00:00:00	1.08632	1.08667	1.08608	1.08638	338
2023.06.30 01:00:00	1.08637	1.08668	1.08622	1.08652	908
2023.06.30 02:00:00	1.08652	1.08681	1.08642	1.08675	747
2023.06.30 03:00:00	1.08675	1.0874	1.08634	1.08721	2155
2023.06.30 04:00:00	1.08722	1.08755	1.08603	1.08615	2790
